Text,Label
পৃথিবীর উষ্ণতা দিনে দিনে বৃদ্ধি পাচ্ছে তাই গাছ লাগান প্রান বাঁচান 🌳,2
ইরানের প্রতিরক্ষা ব্যবস্থার উন্নয়ন করা উচিৎ।,2
রাজ‌নৈ‌তিক দলগু‌লোর উ‌চিত হ‌বে দ্রুত সংস্কার ও জুলাই ঘোষনাপত্র প্রশ্নে দ্রুত ঐক্যম‌তে পৌছা।,2
সারাদেশে নুরুর সকল বিকাশের দোকান গুলো বন্ধ করা উচিত।,2
দালালী বাদ দিয়ে নিজের দলের জন্য কাজ কর বিকাশ বন্ধ হলেও মানুষের ভালোবাসা বন্ধ হবে না,2
"নির্বাচন একটি গুরুত্বপূর্ণ বিষয় এখানে কারো হস্তক্ষেপ করা ঠিক না,জনগণের অধিকার জনগণের কাছে ফিরিয়ে দেওয়া উচিত।",2
এনসিপির নেতাদের কান্ড জ্ঞানহীন বক্তব্য দেওয়া থেকে বিরত থাকা উচিত।,2
বিদেশি ষড়যন্ত্রে আবাসিকে গ্যাস দিয়ে জাতির যে অপুরনীয় ক্ষতি করেছে তাদের চিহ্নিত করা উচিত এবং সম্ভব হলে বন্ধ করে দেওয়া উচিত।,2
ইজরায়েলের উচিৎ হয়নি নিরিহ ইরানের সেনাপ্রধান আর বিজ্ঞানীদের পগার পার পাঠানো!,2
মায়োপিয়ার অগ্রগতি কমাতে প্রতিদিন দিনের বেলা ৪০ থেকে ৬০ মিনিট প্রাকৃতিক আলোর মধ্যে ঘুরে বেড়ানো খুব উপকারী।,2
"ইরানের বুঝা উচিত ছিল ইজরাইল শুধু একটা দেশের নাম নয়, বরং ইজরাইল হচ্ছে সমস্ত ইসলাম বিরোধী শক্তির সমষ্টির নাম।",2
"ইজরায়েলের হামলার জবাব না দিলে,( ইরান)দেশের নাম পাল্টিয়ে ( হিজরান ) নাম রাখা উচিত হবে!!",2
"যতটা সম্ভব নাক দিয়ে শ্বাস নেওয়ার চেষ্টা করা উচিত, এতে মুখ ও গলা শুষ্ক হয়ে যাওয়া কিছুটা এড়ানো যায়।",2
ইরানের উচিত পাল্টা হামলা করে আরব দেশগুলোর তেলক্ষেত্র অকেজো করে দেওয়া।,2
আইসিসির উচিত বাংলাদেশের টেস্ট এবং ওয়ানডে স্ট্যাটাস নিয়ে ভাবার।।,2
টেস্টে মমিনুলকে আবারও ক্যাপ্টেন করা উচিত।,2
" যখন আপনি কোন সমস্যার মুখোমুখি হন, তখন ভাবুন ""এটি আমার জন্য একটি শেখার সুযোগ!"" এই ধারণা পরিবর্তন আপনার মানসিকতা পরিবর্তন করবে এবং আপনাকে নতুন সমাধান খুঁজতে প্রেরণা দেবে।",2
আত্মসম্মান বোধ থাকা উচিত।,2
"সাফ থেকে বের হয়ে, আসিয়ানে বাংলাদেশ যোগ দিলে ভাল হবে,",2
আন্তর্জাতিক তদন্ত করা উচিত।,2
বিমান দুর্ঘটনা কেন বেশি হচ্ছে তা খতিয়ে দেখে প্রয়োজনীয় ব্যবস্থা নেওয়া উচিত।,2
বাংলাদেশের মানুষদের উচিত আগে ভালো মানুষ হয়ে ওঠা এবং কারো মৃত্যুতে সম্মানজনক ও শালীন মন্তব্য করা।,2
দুর্ঘটনার ঝুঁকি কমাতে সবাইকে সচেতন হওয়া এবং সুরক্ষার নিয়ম মেনে চলা উচিত।,2
বাংলাদেশ বিমানের ফ্লিটের বোয়িং ৭৮৭ ফ্লাইটগুলো পরিচালনার সময় আরও সতর্কতা অবলম্বন করা উচিত।,2
অনাকাঙ্ক্ষিত দুর্ঘটনা রোধের জন্য সতর্কতা ও নিরাপত্তা ব্যবস্থা জোরদার করা উচিত।,2
টাকার লোভ থেকে বিরত থাকুন এবং সততা বজায় রাখুন।,2
ভারতীয় টিমকে আমন্ত্রণ জানানোর পরে তাদের ফেরত পাঠানো উচিত।,2
বাংলাদেশের রাষ্ট্রপ্রধানদের বিদেশে সম্মানজনক ও মর্যাদাপূর্ণ আচরণ বজায় রাখতে সচেষ্ট হওয়া উচিত।,2
দেশের অর্থনৈতিক স্বার্থ রক্ষার জন্য বিনিয়োগ ও ঋণ সম্পর্কিত সকল সিদ্ধান্ত সুচিন্তিত ও সতর্কতার সাথে নেওয়া উচিত।,2
দলীয় স্বার্থ হাসিলের জন্য অন্যকে অপমান করার বদলে সহযোগিতা ও সম্মান প্রদর্শন করতে হবে।,2
অন্যায় উপার্জিত অর্থ দ্রুত ফেরত দিয়ে সত্য ও ন্যায়ের পথে আসা উচিত।,2
সভ্য মানুষদের উচিত অসভ্য ও অনৈতিক সরকারের সাথে যোগাযোগ এড়ানো।,2
জনগণকে ইউনেসের লুটপাট এবং পাচারকৃত টাকা উদ্ধারের উপায় নিয়ে সক্রিয়ভাবে চিন্তা-ভাবনা করা উচিত।,2
কোনো প্রতিষ্ঠানের সুনাম রক্ষার জন্য সিদ্ধান্ত গ্রহণের ক্ষেত্রে সাবধানতা অবলম্বন করা উচিত।,2
দলীয় দুর্নীতির বিরুদ্ধে সতর্ক এবং ন্যায়বিচারমূলক মনোভাব গ্রহণ করা উচিত।,2
সামাজিক অবক্ষয় প্রতিরোধে মেয়েদের বিয়ের বয়স সর্বোচ্চ ২০ বছর নির্ধারণ করার সুপারিশ করা হয়।,2
ধর্মীয় বিষয়গুলো নিয়ে আলোচনা করার আগে অন্যান্য দেশের পরিস্থিতিও বিবেচনা করা উচিত।,2
সমাজে নির্দিষ্ট কাজ বা সুযোগের জন্য ছেলেদের বয়সসীমা ২৫ এবং মেয়েদের ২২ রাখা উচিত।,2
বাল্য বিবাহের ঘটনা শনাক্ত করতে একটি বিস্তারিত তালিকা তৈরি করা উচিত।,2
দুবাইয়ের মাধ্যমে পাচার হওয়া সমস্ত অবৈধ সম্পদ দ্রুত জব্দ করা উচিত।,2
চুর বাটপারদের দেশের সম্পদ জব্দ করা উচিত।,2
রাজনৈতিক দলগুলো যদি প্রকৃত অর্থেই বাংলাদেশর উন্নতি এবং জনগণের মংগল চায় তাহলে ড. মুহাম্মদ ইউনুস কে সাথে নিয়ে দেশ পরিচালনা করা উচিত।,2
"পাহাড়গুলোতে যাওয়ার সময় অবশ্যই একজন স্থানীয় গাইড নেওয়া উচিত, কারণ গাইড ছাড়া পথ চিনে চলা প্রায় অসম্ভব।",2
নির্দিষ্ট নীতিমালা প্রয়োজন দুর্গম এলাকায় ট্রেকিং করার জন্যে,2
যারা ধর্মের সাইনবোর্ড দিয়ে জায়গা দখল করে তাদের কঠোর বিচার হওয়া উচিত।,2
"বাংলাদেশের রাজনীতি সাধারণ মানুষের জন্য না,",2
ইরানের উচিত ভারতরে যে কোনো কাজ ভেবে দেওয়া,2
জাতিসংঘ ভেংগে আলাদা প্রতিষ্ঠান করা উচিত।,2
সব সময় ইতিবাচক ভাব রাখো।,2
নতুন কিছু শিখতে চেষ্টা করো।,2
দৃঢ়তা অর্জন করো।,2
নম্র থাকো।,2
পরিবর্তনের সাথে খাপ খাওয়াতে শেখো।,2
সদা জিজ্ঞাসু থাকো।,2
নিজের পরিবেশ ও কাজের ব্যবস্থা ঠিকঠাক রাখো।,2
কাজ আর বিশ্রামের মধ্যে সমতা রাখো।,2
খোলা মনে সব দিক থেকে দেখো।,2
জেদ ধরে কাজ চালিয়ে যাও।,2
ক্ষমা করো এবং মনের মন্থরতা দূর করো।,2
প্রতিদিন ব্যায়াম করুন।,2
সঠিক খাদ্যাভ্যাস গড়ে তুলুন।,2
নিয়মিত স্বাস্থ্য পরীক্ষা করানো উচিত।,2
যতটুকু সম্ভব পরিবারের সাথে সময় কাটান।,2
সামাজিক কার্যক্রমে অংশগ্রহণ করুন।,2
"নিজের কাজ ভালো না লাগলে, ধৈর্য ধরে চেষ্টা চালিয়ে যাও যতক্ষণ না ভালো লাগে।",2
"বিশ্বের উন্নতির জন্য কাজ করো, শুধুমাত্র অর্থ উপার্জনের জন্য নয়।",2
"সততা ও নৈতিকতা বজায় রাখো, এটি তোমার বিশ্বাসযোগ্যতা বৃদ্ধি করবে।",2
"পানি ভালোভাবে পান করো বাট খাবারের আগেই না খেয়ে, খাবারের সাথে বা পর পর খাও।",2
"বডিওয়েট এক্সারসাইজ যাতে বাড়তি পানিতে ভর পাওয়া না যায়, বরং পেশির ভর বাড়ে।",2
গতকালকে আজ অতটা দখল করতে দিও না।,2
"ক্লাস, অ্যাসাইনমেন্ট, প্রেজেন্টেশন সবকিছু মন দিয়ে করা উচিত",2
চাকরির পাশাপাশি নিজের উদ্যোগ নেওয়ার চিন্তাও করা দরকার।,2
চাকরির প্রস্তুতির জন্য কমিউনিকেশন ও বিহেভিয়ারাল ট্রেনিং দরকার।,2
নিজেকে রিক্রিয়েট করো,2
মাইক্রোসফট অফিস স্কিলস শেখা উচিত,2
ধৈর্য ও সময়ের মূল্য বুঝে চলা উচিত।,2
"তোমার চিন্তাধারা হওয়া উচিত তোমার মূল সম্পদ, জীবনে যতই উত্থান-পতন আসুক না কেন।",2
"মানুষের জীবনে সমস্যা থাকা দরকার, কারণ তবেই সে সাফল্যের স্বাদ নিতে পারে।",2
অতিরিক্ত কার্যক্রমে অংশগ্রহণ করুন,2
শিক্ষকদের সঙ্গে ভালো সম্পর্ক বজায় রাখুন এবং তাদের পরামর্শ নিন।,2
মনের প্রকৃত স্বভাব বুঝুন,2
ধ্যান ও মেডিটেশনের মাধ্যমে মন প্রশিক্ষণ দিন,2
প্রতিদিন অন্তত ৩০ মিনিট ব্যায়াম করুন।,2
প্রতিবছর স্বাস্থ্য পরীক্ষা করিয়ে নিন।,2
প্রতিদিন সকালে কিছু সময় সূর্যের আলোতে থাকুন।,2
চ্যালেঞ্জ গ্রহণ করা উচিত।,2
"প্রতিটি নিশ্বাসকে উপভোগ কর,জীবনকে উদযাপন করো, জীবন্ত থাকো✌✌✌✌✌✌✌✌",2
অপ্রয়োজনীয় কথাবার্তা এড়িয়ে চলা উচিত,2
নিজের শক্তি ও সক্ষমতা সম্পর্কে সচেতন হও,2
রাগের পরিবর্তে ধৈর্য ধারণ করা উচিত,2
সফলতা অর্জনের জন্য নিয়মিত অধ্যয়ন ও কঠোর পরিশ্রম অপরিহার্য।,2
সুস্পষ্ট লক্ষ্য স্থির করে তার দিকে এগিয়ে যাওয়া উচিত।,2
প্রতিদিন নির্দিষ্ট সময়ে অধ্যয়ন করার অভ্যাস গড়ে তোলা উচিত।,2
প্রতিদিন নিজের অনুভূতি ও চিন্তাধারা নিয়ে সময় দাও,2
প্রতিহিংসার রাজনীতি ছেড়ে সহন শীল রাজনীতিতে ফিরে আসতে হবে।,2
এমন কর্মকাণ্ড করা উচিত না সবার রাজনীতি সবাই করবে জনগণ যাকে ভালো লাগবে তাকেই ভোট দেবে,2
"ইরানের উচিত তাদের সায়েন্টিস্টদের সাময়িকভাবে তৃতীয় কোনো দেশে পাঠিয়ে দেওয়া,",2
"অবশ্যই আগে ইসরাইলের মোকাবেলা করতে হবে, তারপর জর্ডান কে উচিত শিক্ষা দেওয়া সময়ের পালা।",2
"শুধু বিষয়ের তথ্য না, বরং বিজ্ঞানে ভিত্তি করে ধর্মীয় উপমাগুলো ব্যাখ্যা করা দরকার।",2
শিক্ষাকে যেভাবে পারেন যতটুকু পারেন ছড়িয়ে দিন। এটা একজনের জীবন বদলে দিতে পারে।,2
সম্পদ তৈরি করে প্যাসিভ ইনকাম অর্জন করলে অর্থনৈতিক স্বাধীনতা পাওয়া যায়।,2
আর্থিক শিক্ষা গ্রহণ করা উচিত।,2
"পরিবর্তন জীবনের একটি অংশ, তাই পরিবর্তনের জন্য প্রস্তুত থাকা উচিত।",2
ইরানের উচিত জর্ডানের ভিতরে মিত্র গোষ্ঠী তৈরি করে জর্ডানকে শায়েস্তা করা,2
ইসরাইল রাষ্ট্রের সমাপ্তি করার জন্য আগে জর্ডানকে পরিষ্কার করা উচিত,2
সকালে বই পড়ুন যা আপনার জ্ঞান ও মানসিকতা উন্নত করে।,2
শ্রবণ দক্ষতা বাড়ান এবং অন্যের কথা মনোযোগ দিয়ে শুনুন।,2
নো” বলতে শিখুন: অপ্রয়োজনীয় অনুরোধ ও ব্যাঘাত থেকে বিরত থাকুন।,2
দ্রুত সিদ্ধান্ত নিন এবং কার্যকরী হোন।,2
ছোট গল্প বা উদাহরণ দিয়ে জীবন শিক্ষা নিন,2
"প্রতিটি ""প্যারা"" সারানোর জন্য নির্দিষ্ট টেকনিক প্রয়োগ করুন",2
মনন ও অনুভূতি যাচাইয়ের টুলস ব্যবহার করুন,2
নিজেকে ছোট ভাই-বোনের মতো অনুপ্রাণিত করুন,2
প্রত্যেক পর্যায় উপভোগ করুন,2
সুখ খুঁজে ফিরে না — সহজ জীবনই সুখ আনে,2
জটিল চিন্তা এড়িয়ে সরলতার সুর গ্রহণ করুন,2
সময়ের পরিকল্পনা না থাকলে ব্যর্থতা অবধারিত,2
জীবনের সকল ঘটনা—ভালো বা খারাপ—নিজের করে নিন ও তার থেকে শিক্ষা নিন।,2
“না” বলার সাহস রাখুন—কিছু মানুষের সাথে নিজেকে কম যুক্ত করুন।,2
"আনন্দময় ছোট দায়িত্ব–মর্যাদা, সৎতা, উদারতা, ও সত্যিকারের সম্পর্ক গড়ে তুলুন।",2
"দয়া, ক্ষমা, ইতিবাচকতায় নিজেকে প্রশিক্ষিত করুন এবং প্রেমে সাহসী হন।",2
"আপনার পরিস্থিতিকে পরিবর্তন করতে না পারলে, আপনার প্রতিক্রিয়া পরিবর্তন করুন",2
মৌলিক বিষয়ে দক্ষতা অর্জন করুন — ফাঁকফোকর না করে দায়িত্বে থাকুন,2
জীবন পরিকল্পনা করুন: বিকল্প পরিকল্পনা থাকলে আপনি আশাবাদী হতে পারেন,2
খাঁটি হওয়া স্টাইলিশ হওয়ার চেয়েও ভালো।,2
সম্পর্ক গড়ে তুলো এবং একসাথে এগিয়ে চলো—এটাই সবচেয়ে বড় শক্তি।,2
